age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
17,9,Private,School,Single,Sales,White,Female,0
37,40,Government,Some-college,Married,White-Collar,White,Male,1
39,40,Private,HS-grad,Divorced,Service,White,Male,0
62,50,Other/Unknown,School,Married,Other/Unknown,White,Male,0
34,50,Private,Masters,Married,White-Collar,White,Male,0
20,40,Private,School,Single,Blue-Collar,White,Male,0
65,20,Private,HS-grad,Separated,Service,White,Male,0
26,50,Government,Masters,Single,Professional,White,Male,0
30,25,Private,Assoc,Divorced,White-Collar,White,Female,0
44,50,Private,Bachelors,Married,Professional,White,Male,1
31,42,Private,HS-grad,Single,Blue-Collar,White,Male,0
37,16,Private,Bachelors,Married,Professional,White,Female,1
33,45,Private,Bachelors,Married,White-Collar,White,Male,1
45,19,Private,HS-grad,Single,Sales,White,Female,0
34,55,Private,Prof-school,Married,Professional,White,Male,1
23,40,Private,HS-grad,Single,Sales,White,Female,0
50,45,Private,Some-college,Married,Service,White,Male,1
61,40,Private,Some-college,Divorced,Service,White,Female,0
24,40,Private,School,Divorced,Service,White,Female,0
31,40,Private,Some-college,Separated,Service,Other,Female,0
42,40,Government,Assoc,Divorced,Professional,Other,Female,0
31,45,Private,Assoc,Separated,Blue-Collar,White,Male,0
42,40,Private,HS-grad,Divorced,Service,White,Male,0
71,2,Self-Employed,Prof-school,Married,Blue-Collar,White,Male,0
64,40,Private,School,Married,Blue-Collar,White,Male,0
48,40,Government,HS-grad,Married,White-Collar,White,Female,0
32,42,Private,Assoc,Married,Professional,White,Male,1
41,50,Government,Bachelors,Married,Service,White,Male,0
58,47,Self-Employed,HS-grad,Single,Sales,White,Male,0
34,40,Private,School,Married,Blue-Collar,White,Male,0
23,40,Private,HS-grad,Single,Sales,White,Female,0
39,30,Private,School,Single,Professional,White,Female,0
18,35,Private,Some-college,Single,Sales,White,Female,0
40,40,Private,Some-college,Married,White-Collar,White,Female,0
47,40,Government,Doctorate,Married,Professional,White,Male,1
60,40,Other/Unknown,Bachelors,Married,Other/Unknown,Other,Male,0
54,50,Private,Bachelors,Married,White-Collar,Other,Male,1
39,50,Private,HS-grad,Divorced,Service,White,Female,0
37,35,Private,Some-college,Divorced,White-Collar,Other,Female,0
44,50,Private,Masters,Married,White-Collar,White,Male,1
23,30,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
44,38,Private,HS-grad,Married,White-Collar,White,Female,0
22,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
22,16,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
39,10,Government,Bachelors,Widowed,Professional,Other,Female,0
31,35,Private,Assoc,Divorced,White-Collar,White,Female,0
44,40,Government,HS-grad,Divorced,White-Collar,Other,Female,0
51,40,Private,School,Widowed,Service,Other,Female,0
23,40,Private,School,Married,Service,White,Male,0
36,80,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
29,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
26,48,Private,Assoc,Single,Blue-Collar,White,Male,0
26,37,Private,Some-college,Single,Sales,Other,Female,0
55,50,Self-Employed,HS-grad,Divorced,Sales,White,Female,1
27,40,Government,Bachelors,Single,White-Collar,White,Female,0
45,1,Other/Unknown,Masters,Married,Other/Unknown,White,Female,0
58,40,Private,HS-grad,Married,Sales,White,Female,0
58,40,Private,Bachelors,Married,Service,Other,Male,0
38,50,Self-Employed,Bachelors,Married,Professional,White,Male,1
65,40,Private,Bachelors,Married,White-Collar,White,Male,1
36,40,Private,HS-grad,Single,Sales,White,Female,0
32,55,Private,Assoc,Married,Blue-Collar,White,Male,1
49,40,Private,Assoc,Divorced,White-Collar,White,Female,0
19,30,Private,Some-college,Single,White-Collar,White,Female,0
30,35,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,0
30,60,Private,Some-college,Married,White-Collar,White,Male,1
29,40,Private,HS-grad,Married,Blue-Collar,Other,Female,0
46,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
25,45,Private,Some-college,Single,Blue-Collar,White,Female,0
17,35,Other/Unknown,School,Single,Other/Unknown,White,Female,0
24,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
27,35,Private,Assoc,Married,White-Collar,White,Female,0
24,50,Private,HS-grad,Single,White-Collar,White,Male,0
33,40,Private,School,Married,Blue-Collar,White,Male,0
44,50,Self-Employed,Some-college,Married,White-Collar,White,Male,0
25,43,Private,School,Single,Blue-Collar,White,Male,0
60,42,Private,Bachelors,Divorced,Professional,White,Female,0
50,45,Private,Some-college,Married,White-Collar,White,Male,1
40,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
54,35,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
34,55,Private,Some-college,Married,White-Collar,White,Male,1
41,5,Self-Employed,Masters,Divorced,Sales,White,Male,1
26,50,Private,Bachelors,Married,Service,White,Male,0
49,40,Private,Assoc,Single,Sales,Other,Male,0
19,15,Private,Some-college,Single,Sales,White,Female,0
22,40,Private,Some-college,Married,White-Collar,White,Female,0
56,40,Private,School,Married,Blue-Collar,White,Male,0
19,40,Private,HS-grad,Single,Blue-Collar,Other,Female,0
43,65,Private,Bachelors,Married,Sales,White,Male,1
40,20,Private,Masters,Divorced,Professional,White,Male,0
33,50,Private,Some-college,Single,White-Collar,White,Female,0
25,40,Private,HS-grad,Single,Service,White,Female,0
45,40,Private,Bachelors,Single,Professional,White,Female,1
53,40,Private,HS-grad,Married,Sales,White,Male,1
50,40,Private,Assoc,Widowed,White-Collar,White,Female,0
52,57,Private,Doctorate,Married,White-Collar,White,Male,1
46,45,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
77,8,Other/Unknown,Masters,Married,Other/Unknown,White,Male,1
30,60,Private,HS-grad,Married,White-Collar,White,Male,0
33,45,Private,Bachelors,Married,White-Collar,White,Male,0
36,40,Private,HS-grad,Married,White-Collar,White,Male,0
25,40,Private,School,Divorced,Sales,White,Female,0
22,2,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
22,40,Private,Some-college,Single,White-Collar,White,Female,0
61,6,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
45,35,Private,Assoc,Divorced,White-Collar,Other,Male,0
33,50,Private,Bachelors,Married,Professional,White,Male,0
30,40,Private,HS-grad,Divorced,Service,Other,Female,0
34,40,Private,Masters,Divorced,Professional,White,Female,0
20,40,Private,HS-grad,Single,Service,Other,Male,0
44,56,Government,Assoc,Divorced,Service,White,Female,1
42,40,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Male,0
59,16,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
49,40,Private,Bachelors,Single,Professional,White,Female,0
40,40,Private,Masters,Single,Professional,White,Male,1
58,40,Self-Employed,Bachelors,Divorced,Professional,White,Female,0
31,15,Private,Some-college,Divorced,Service,White,Female,0
35,40,Private,Some-college,Divorced,Blue-Collar,Other,Male,0
45,40,Private,Some-college,Divorced,Service,Other,Female,0
43,40,Private,Bachelors,Married,White-Collar,White,Male,0
50,48,Government,HS-grad,Married,White-Collar,White,Male,0
61,40,Government,Some-college,Married,Professional,White,Male,0
45,40,Private,Some-college,Married,Blue-Collar,White,Male,0
36,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
26,45,Private,Some-college,Single,Blue-Collar,Other,Male,1
32,40,Private,Some-college,Single,Blue-Collar,White,Female,0
23,55,Private,School,Married,White-Collar,White,Male,0
45,40,Government,HS-grad,Separated,White-Collar,White,Female,0
24,45,Private,Assoc,Single,Service,White,Male,0
48,37,Private,HS-grad,Divorced,White-Collar,White,Female,0
33,50,Private,Bachelors,Married,White-Collar,White,Male,1
27,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
35,40,Private,Masters,Married,Professional,Other,Male,1
43,40,Private,HS-grad,Married,Sales,White,Male,0
30,60,Private,Bachelors,Single,Sales,White,Male,1
50,60,Self-Employed,Doctorate,Divorced,Professional,White,Female,1
20,20,Private,Some-college,Single,Blue-Collar,White,Male,0
22,40,Private,HS-grad,Single,Sales,White,Female,0
37,70,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
36,40,Government,Bachelors,Married,Professional,Other,Male,0
41,40,Private,Some-college,Married,Blue-Collar,White,Male,0
28,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
27,40,Self-Employed,School,Married,Blue-Collar,White,Male,0
35,40,Private,HS-grad,Divorced,Service,Other,Female,0
57,40,Government,Some-college,Married,White-Collar,White,Male,1
60,10,Self-Employed,Masters,Divorced,Professional,White,Female,0
17,20,Private,School,Single,Blue-Collar,White,Male,0
57,48,Private,HS-grad,Single,Service,Other,Male,0
33,40,Private,HS-grad,Single,Service,Other,Female,0
26,40,Private,Some-college,Married,White-Collar,White,Male,1
30,45,Private,Bachelors,Married,White-Collar,White,Male,1
37,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
25,40,Private,Assoc,Single,White-Collar,White,Male,0
71,9,Government,HS-grad,Widowed,White-Collar,White,Male,0
21,10,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,0
17,15,Private,School,Single,White-Collar,White,Male,0
50,43,Private,Bachelors,Married,Professional,White,Male,1
27,40,Private,HS-grad,Single,Service,White,Male,0
25,40,Private,HS-grad,Married,White-Collar,White,Male,0
20,25,Private,Some-college,Single,Sales,White,Male,0
38,42,Private,Some-college,Divorced,White-Collar,White,Female,0
28,40,Private,HS-grad,Divorced,Service,White,Male,0
22,50,Private,Bachelors,Single,White-Collar,White,Female,0
34,40,Government,Bachelors,Married,Service,White,Male,1
47,20,Private,HS-grad,Married,Sales,White,Female,0
56,40,Private,School,Separated,Blue-Collar,White,Male,0
50,50,Private,Doctorate,Married,Professional,White,Male,1
66,20,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,0
56,40,Government,Doctorate,Married,Professional,White,Male,1
40,40,Private,Assoc,Married,Professional,White,Male,1
65,20,Government,HS-grad,Married,Blue-Collar,White,Male,0
35,50,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,0
48,40,Private,Some-college,Married,Blue-Collar,White,Male,0
67,10,Government,Bachelors,Married,Professional,White,Male,0
61,40,Government,Some-college,Married,White-Collar,White,Male,1
49,44,Government,HS-grad,Divorced,White-Collar,White,Female,0
22,40,Private,Bachelors,Single,White-Collar,White,Male,0
55,40,Private,HS-grad,Divorced,Sales,Other,Female,0
36,40,Government,HS-grad,Divorced,White-Collar,White,Female,0
35,60,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
34,40,Private,HS-grad,Separated,Blue-Collar,Other,Male,0
24,65,Private,Bachelors,Single,White-Collar,Other,Female,0
43,30,Self-Employed,Prof-school,Married,Professional,White,Male,1
41,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
20,25,Private,Some-college,Single,Service,White,Female,0
48,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
27,35,Government,Masters,Single,Professional,White,Male,0
19,20,Private,Some-college,Single,White-Collar,White,Female,0
49,40,Private,School,Married,Service,White,Male,0
45,55,Private,Some-college,Married,Blue-Collar,White,Male,1
59,41,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,1
24,45,Private,HS-grad,Single,Blue-Collar,White,Male,0
45,55,Private,Some-college,Married,Blue-Collar,White,Male,0
50,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
49,40,Private,Masters,Married,Professional,White,Female,1
40,37,Government,Masters,Married,Professional,White,Female,1
19,40,Government,HS-grad,Single,Blue-Collar,Other,Female,0
35,40,Private,HS-grad,Separated,Service,Other,Male,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
25,30,Private,Some-college,Single,Service,White,Male,0
30,40,Government,Some-college,Married,Blue-Collar,White,Male,0
52,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
22,35,Private,School,Single,Blue-Collar,White,Male,0
27,52,Government,Masters,Single,Professional,White,Male,0
25,40,Private,School,Single,Blue-Collar,White,Female,0
40,22,Government,HS-grad,Divorced,White-Collar,White,Female,0
25,40,Private,Bachelors,Single,Service,White,Male,0
40,35,Private,School,Separated,Blue-Collar,White,Male,0
36,35,Private,School,Married,Blue-Collar,White,Male,0
26,40,Private,School,Single,White-Collar,White,Female,0
20,20,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
43,40,Government,Some-college,Divorced,Blue-Collar,Other,Male,0
34,40,Private,Some-college,Married,Blue-Collar,White,Male,1
32,72,Private,Some-college,Single,Blue-Collar,White,Male,0
24,50,Private,School,Married,Blue-Collar,White,Male,1
20,25,Private,Some-college,Single,Professional,White,Female,0
21,44,Private,HS-grad,Single,Blue-Collar,White,Male,0
70,17,Government,Some-college,Widowed,White-Collar,White,Female,0
47,40,Private,HS-grad,Married,Service,White,Male,0
19,35,Private,Some-college,Single,Service,White,Male,0
29,48,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,50,Private,HS-grad,Divorced,Sales,White,Male,0
33,40,Private,School,Married,Blue-Collar,White,Male,0
18,40,Other/Unknown,School,Single,Other/Unknown,White,Male,0
38,60,Private,Some-college,Divorced,Sales,White,Male,0
30,40,Private,School,Married,Blue-Collar,White,Male,0
34,12,Self-Employed,HS-grad,Married,Blue-Collar,White,Female,0
46,35,Private,HS-grad,Married,Service,White,Male,0
60,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
52,45,Private,Some-college,Married,White-Collar,White,Male,1
31,45,Government,Assoc,Married,Service,White,Male,0
57,40,Private,School,Widowed,Blue-Collar,Other,Female,0
45,76,Private,Assoc,Married,Blue-Collar,White,Male,0
31,8,Private,HS-grad,Single,White-Collar,White,Female,0
60,50,Private,Bachelors,Married,White-Collar,White,Male,1
50,40,Government,School,Single,Sales,Other,Female,0
24,40,Private,School,Married,Blue-Collar,White,Male,0
44,40,Private,Bachelors,Single,Professional,White,Male,0
28,50,Private,Masters,Single,Professional,White,Male,0
47,60,Private,Bachelors,Married,Professional,White,Male,1
23,15,Private,Bachelors,Single,White-Collar,White,Female,0
54,44,Private,HS-grad,Married,Sales,White,Male,0
36,25,Other/Unknown,Some-college,Married,Other/Unknown,White,Female,0
50,40,Government,Assoc,Married,Professional,White,Male,0
42,60,Private,Bachelors,Married,White-Collar,White,Male,1
70,30,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,0
23,40,Private,Some-college,Single,White-Collar,White,Male,0
79,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,1
34,50,Self-Employed,Some-college,Divorced,White-Collar,White,Female,0
27,40,Government,Bachelors,Single,Professional,White,Female,0
28,45,Private,Bachelors,Single,White-Collar,White,Female,0
17,30,Private,School,Single,Service,White,Male,0
47,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
45,38,Government,Masters,Single,White-Collar,Other,Male,0
24,40,Government,Some-college,Single,White-Collar,Other,Female,0
43,60,Private,Assoc,Married,Blue-Collar,White,Male,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
39,40,Private,Assoc,Married,White-Collar,White,Male,0
46,50,Government,Doctorate,Single,Professional,White,Female,1
31,40,Private,Bachelors,Married,Blue-Collar,White,Male,0
52,36,Government,HS-grad,Divorced,Service,White,Male,1
42,50,Self-Employed,Bachelors,Single,Professional,White,Male,0
32,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
40,40,Private,Bachelors,Divorced,Blue-Collar,White,Female,0
21,28,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
38,50,Private,Bachelors,Married,Blue-Collar,White,Male,1
43,40,Private,Bachelors,Divorced,Professional,White,Female,1
64,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,1
55,30,Other/Unknown,School,Widowed,Other/Unknown,White,Male,0
45,45,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
44,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
42,50,Private,Some-college,Married,Professional,White,Female,1
60,40,Private,Assoc,Widowed,White-Collar,Other,Female,1
40,40,Private,School,Divorced,Blue-Collar,White,Female,0
19,30,Private,HS-grad,Single,Blue-Collar,Other,Male,0
41,40,Private,HS-grad,Married,Service,White,Male,0
44,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
33,45,Private,HS-grad,Married,Sales,White,Male,1
37,44,Government,HS-grad,Separated,Blue-Collar,White,Male,0
42,40,Private,School,Separated,Blue-Collar,Other,Male,0
54,41,Private,Some-college,Single,Sales,Other,Male,0
24,40,Self-Employed,Bachelors,Single,Sales,White,Male,0
75,20,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
28,40,Private,School,Single,Blue-Collar,White,Male,0
51,40,Private,Some-college,Married,Sales,White,Male,0
31,30,Private,Some-college,Widowed,White-Collar,White,Female,0
24,30,Private,Some-college,Single,Service,White,Male,0
44,32,Private,HS-grad,Married,Blue-Collar,Other,Male,0
31,40,Private,Some-college,Married,Blue-Collar,White,Male,1
30,40,Private,Assoc,Married,Professional,White,Male,1
40,38,Government,Masters,Married,Professional,Other,Female,1
23,40,Private,HS-grad,Single,White-Collar,White,Female,0
26,12,Government,Some-college,Married,White-Collar,White,Male,0
56,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
49,44,Private,Some-college,Divorced,Professional,White,Male,1
25,38,Private,Some-college,Single,White-Collar,White,Male,0
31,40,Government,Bachelors,Single,Professional,White,Female,0
37,40,Private,Assoc,Married,Blue-Collar,White,Male,1
36,50,Private,Some-college,Married,Blue-Collar,White,Male,0
59,40,Private,HS-grad,Divorced,Service,White,Female,0
41,45,Private,Masters,Married,White-Collar,White,Male,0
37,40,Private,Bachelors,Single,Blue-Collar,White,Male,0
24,40,Private,HS-grad,Married,White-Collar,White,Female,0
18,40,Private,HS-grad,Married,White-Collar,White,Female,0
56,45,Self-Employed,HS-grad,Married,White-Collar,Other,Male,0
35,50,Private,HS-grad,Married,Sales,White,Male,0
34,40,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,0
52,40,Private,School,Separated,Blue-Collar,White,Male,0
34,40,Private,Some-college,Single,White-Collar,White,Female,0
48,40,Private,Some-college,Single,White-Collar,White,Female,0
48,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
30,60,Other/Unknown,Some-college,Separated,Other/Unknown,White,Male,0
32,40,Government,Assoc,Divorced,White-Collar,Other,Female,0
29,36,Private,HS-grad,Divorced,Service,White,Female,0
32,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
50,65,Government,Masters,Divorced,Professional,White,Female,0
23,50,Private,HS-grad,Married,Service,White,Male,0
59,35,Other/Unknown,Assoc,Married,Other/Unknown,White,Male,1
25,50,Private,HS-grad,Single,Service,White,Female,0
59,40,Government,Bachelors,Married,Professional,White,Male,1
50,40,Private,Some-college,Married,Blue-Collar,White,Male,0
20,40,Private,School,Single,Blue-Collar,White,Male,0
24,40,Self-Employed,Some-college,Single,Professional,Other,Male,0
57,40,Private,Some-college,Married,White-Collar,White,Male,0
48,34,Private,School,Divorced,Service,White,Female,0
29,40,Private,Bachelors,Married,Professional,White,Male,1
61,40,Self-Employed,School,Married,Service,White,Male,0
21,20,Private,Some-college,Single,Sales,White,Female,0
23,20,Private,Some-college,Single,White-Collar,Other,Male,0
40,40,Government,Some-college,Single,White-Collar,White,Male,0
37,45,Private,Some-college,Divorced,White-Collar,White,Female,0
75,6,Other/Unknown,Bachelors,Widowed,Other/Unknown,White,Female,0
27,65,Private,School,Single,Service,White,Female,0
45,35,Government,Masters,Divorced,Professional,White,Female,0
27,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
47,25,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
24,35,Private,Bachelors,Single,Professional,Other,Female,0
36,60,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
21,40,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
48,37,Private,Some-college,Married,White-Collar,White,Female,0
63,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
19,60,Self-Employed,Some-college,Single,Blue-Collar,White,Male,0
47,40,Government,HS-grad,Divorced,Service,Other,Female,0
37,40,Government,Bachelors,Married,Professional,White,Male,0
25,60,Private,HS-grad,Single,Service,Other,Male,0
39,40,Private,Some-college,Divorced,White-Collar,White,Female,0
31,40,Other/Unknown,HS-grad,Married,Other/Unknown,Other,Male,0
21,24,Private,HS-grad,Single,Blue-Collar,White,Male,0
50,40,Private,HS-grad,Single,White-Collar,White,Male,0
46,45,Private,Bachelors,Married,Blue-Collar,White,Male,1
29,10,Private,Bachelors,Single,White-Collar,White,Female,0
41,80,Other/Unknown,Assoc,Divorced,Other/Unknown,White,Male,0
37,40,Government,Masters,Single,White-Collar,White,Female,0
35,35,Private,School,Married,Sales,White,Male,0
26,60,Private,HS-grad,Married,White-Collar,Other,Male,0
38,20,Self-Employed,HS-grad,Married,Service,White,Female,0
37,55,Private,Some-college,Married,Blue-Collar,White,Male,0
62,40,Government,Bachelors,Married,Professional,White,Female,0
42,40,Government,HS-grad,Widowed,Blue-Collar,White,Female,0
33,65,Private,School,Single,Blue-Collar,White,Male,0
53,38,Private,Masters,Divorced,Professional,White,Female,0
44,30,Private,HS-grad,Single,White-Collar,White,Female,0
36,50,Private,Some-college,Married,Blue-Collar,White,Male,1
22,30,Private,Assoc,Single,Service,White,Female,0
54,30,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,0
58,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
59,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
45,70,Self-Employed,Bachelors,Married,White-Collar,Other,Female,0
46,45,Private,School,Married,Blue-Collar,White,Male,0
23,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
21,40,Private,Assoc,Single,White-Collar,White,Female,0
33,17,Private,School,Single,Sales,Other,Female,0
49,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
23,25,Private,Some-college,Single,Blue-Collar,White,Male,0
42,40,Private,HS-grad,Married,Sales,White,Male,0
59,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
31,46,Private,Masters,Single,Professional,White,Female,0
40,42,Private,School,Married,Service,Other,Male,0
50,84,Private,Some-college,Married,White-Collar,White,Male,1
36,50,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
27,40,Private,Some-college,Single,Sales,White,Female,0
25,20,Private,Some-college,Single,Blue-Collar,White,Male,0
30,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,40,Private,School,Married,Blue-Collar,White,Male,0
22,32,Private,Bachelors,Single,White-Collar,White,Female,0
50,60,Self-Employed,Bachelors,Married,Sales,Other,Male,1
41,45,Government,Some-college,Married,Service,White,Male,1
51,12,Private,Some-college,Single,White-Collar,White,Female,0
25,45,Private,School,Married,Blue-Collar,White,Male,0
25,60,Private,Masters,Single,Professional,White,Female,0
23,40,Private,Some-college,Divorced,Blue-Collar,White,Male,0
33,80,Government,HS-grad,Separated,Service,White,Female,0
27,50,Private,HS-grad,Married,Sales,White,Female,0
52,40,Self-Employed,Assoc,Married,White-Collar,White,Male,0
23,45,Private,HS-grad,Married,Sales,White,Male,0
51,50,Private,HS-grad,Married,Sales,Other,Male,0
44,40,Private,Some-college,Married,Sales,White,Male,1
32,20,Private,HS-grad,Married,White-Collar,White,Female,0
43,40,Private,School,Married,Blue-Collar,White,Male,0
27,35,Private,Bachelors,Single,White-Collar,White,Female,0
23,18,Private,Some-college,Single,Blue-Collar,White,Female,0
36,60,Private,HS-grad,Married,Blue-Collar,White,Male,0
26,45,Private,Assoc,Married,White-Collar,White,Male,0
47,45,Self-Employed,Some-college,Divorced,Service,White,Female,0
38,50,Private,Bachelors,Single,White-Collar,White,Female,0
27,40,Government,Assoc,Single,Blue-Collar,Other,Male,0
30,30,Private,HS-grad,Divorced,Sales,White,Male,0
35,40,Private,School,Widowed,Service,Other,Female,0
34,40,Private,Some-college,Married,Blue-Collar,White,Male,0
26,38,Government,HS-grad,Married,Service,White,Male,0
21,40,Private,Some-college,Single,Sales,White,Male,0
18,20,Private,School,Single,Sales,White,Female,0
26,40,Private,HS-grad,Separated,Blue-Collar,White,Male,0
23,7,Private,HS-grad,Single,Blue-Collar,Other,Female,0
30,40,Government,Bachelors,Single,White-Collar,Other,Female,0
36,50,Private,Assoc,Married,Sales,White,Male,1
59,40,Private,HS-grad,Divorced,Service,White,Female,0
35,45,Private,Some-college,Married,Sales,White,Male,0
24,40,Private,School,Single,Blue-Collar,Other,Male,0
45,42,Private,Bachelors,Single,White-Collar,White,Female,0
41,40,Government,Some-college,Married,White-Collar,White,Female,1
58,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
42,38,Self-Employed,Prof-school,Married,Professional,White,Male,1
27,40,Private,Some-college,Married,Sales,White,Male,1
36,30,Private,HS-grad,Single,Service,White,Female,0
46,60,Private,Assoc,Married,Professional,White,Male,0
25,50,Private,Bachelors,Single,White-Collar,White,Male,0
23,40,Private,School,Married,Blue-Collar,White,Male,0
61,4,Private,HS-grad,Married,Service,White,Female,0
28,40,Private,HS-grad,Single,White-Collar,White,Male,0
35,40,Private,HS-grad,Married,White-Collar,White,Male,1
49,50,Private,Masters,Married,Sales,White,Male,1
36,60,Self-Employed,Some-college,Married,Sales,White,Male,1
39,45,Private,Masters,Married,White-Collar,White,Male,1
42,60,Government,HS-grad,Married,White-Collar,White,Male,1
34,35,Private,School,Separated,Service,White,Female,0
56,42,Private,Bachelors,Married,White-Collar,White,Male,1
42,40,Government,School,Married,Blue-Collar,White,Male,0
54,40,Private,Some-college,Divorced,Blue-Collar,White,Male,0
38,40,Government,Assoc,Divorced,White-Collar,White,Male,0
48,50,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
56,67,Self-Employed,School,Married,White-Collar,White,Male,1
30,40,Private,Assoc,Single,Blue-Collar,White,Male,0
39,99,Private,Some-college,Married,Blue-Collar,White,Male,1
39,60,Private,Bachelors,Married,White-Collar,White,Male,1
21,20,Government,Some-college,Single,Service,White,Female,0
49,60,Private,Some-college,Single,Service,White,Female,0
36,70,Government,HS-grad,Single,Service,Other,Female,0
30,30,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
42,50,Private,Bachelors,Divorced,Professional,White,Male,1
22,40,Private,HS-grad,Single,Service,White,Male,0
44,40,Private,Bachelors,Divorced,Service,Other,Male,0
39,40,Private,Assoc,Divorced,White-Collar,White,Female,0
23,40,Private,Some-college,Separated,Blue-Collar,White,Female,0
38,40,Private,HS-grad,Separated,Service,Other,Male,0
55,40,Private,Some-college,Divorced,Service,White,Female,0
29,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
57,40,Private,Some-college,Married,Blue-Collar,White,Male,0
40,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
59,40,Private,School,Married,Service,White,Male,0
45,10,Private,School,Single,Service,White,Male,0
56,48,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
59,40,Government,Bachelors,Single,White-Collar,Other,Female,0
31,40,Private,Some-college,Married,White-Collar,Other,Female,0
45,42,Private,School,Married,Blue-Collar,White,Male,0
32,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
35,40,Private,HS-grad,Separated,Service,Other,Male,0
22,40,Private,School,Single,Blue-Collar,White,Male,0
48,40,Private,Some-college,Divorced,Blue-Collar,White,Male,0
52,40,Private,Assoc,Married,White-Collar,White,Male,1
17,40,Private,School,Single,Service,White,Male,0
19,40,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
32,43,Government,HS-grad,Married,Service,White,Male,0
38,38,Private,Some-college,Divorced,Sales,White,Female,0
40,40,Self-Employed,Prof-school,Married,Professional,White,Female,1
24,45,Private,HS-grad,Divorced,White-Collar,White,Female,1
33,30,Government,Masters,Single,Professional,Other,Male,0
23,55,Private,HS-grad,Single,Sales,White,Male,0
44,40,Government,Doctorate,Married,Professional,White,Male,1
48,32,Private,HS-grad,Widowed,White-Collar,White,Female,0
